ID,site,hhedu,hhhage,hhhsex,hhethnic,hhsize,u05,povline,windex3,windex5,FS_score,FS
1309,korogocho,secondary,49,female,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
1310,korogocho,primary,56,male,Kamba,4,0,yes,lowest,second,1,Moderately insecure
1311,viwandani,secondary,60,male,Kamba,1,0,no_(2),middle,second,0,Secure
1315,viwandani,primary,23,male,Kikuyu,3,1,yes,middle,middle,2,Moderately insecure
1316,viwandani,primary,28,male,Kamba,4,1,yes,highest,highest,0,Secure
1317,viwandani,secondary,26,female,Kikuyu,4,1,no_(2),highest,fourth,0,Secure
1318,korogocho,never attended,35,female,Other,8,1,yes,lowest,second,1,Moderately insecure
1320,korogocho,secondary,48,male,Kikuyu,1,0,no_(2),middle,second,0,Secure
1323,korogocho,never attended,55,male,Other,1,0,no_(2),highest,highest,0,Secure
1324,viwandani,secondary,23,male,Kamba,2,0,no_(2),lowest,lowest,2,Moderately insecure
1325,korogocho,primary,32,female,Luhya,3,1,yes,lowest,lowest,3,Severely insecure
1330,korogocho,never attended,52,female,Luo,14,2,yes,middle,middle,0,Secure
1331,viwandani,primary,33,male,Kamba,1,0,no_(2),middle,fourth,2,Moderately insecure
1332,viwandani,secondary,29,male,Kamba,4,0,yes,highest,highest,2,Moderately insecure
1333,viwandani,secondary,41,male,Luhya,2,0,no_(2),highest,highest,0,Secure
1334,korogocho,primary,33,male,Luo,6,1,yes,middle,fourth,0,Secure
1335,korogocho,secondary,36,male,Kikuyu,1,0,no_(2),lowest,lowest,1,Moderately insecure
1336,korogocho,secondary,26,male,Kamba,3,1,no_(2),highest,highest,0,Secure
1338,viwandani,primary,21,male,Kamba,3,1,no_(2),highest,fourth,1,Moderately insecure
1339,viwandani,primary,33,female,Kikuyu,2,0,no_(2),middle,middle,0,Secure
1340,korogocho,primary,45,male,Kamba,7,1,yes,middle,fourth,3,Severely insecure
1341,korogocho,primary,34,female,Kikuyu,2,0,yes,middle,middle,1,Moderately insecure
1342,viwandani,secondary,47,male,Kikuyu,1,0,no_(2),middle,middle,2,Moderately insecure
1344,viwandani,secondary,66,male,Kamba,1,0,no_(2),lowest,lowest,1,Moderately insecure
1345,viwandani,primary,51,male,Kikuyu,2,0,no_(2),middle,fourth,2,Moderately insecure
1353,viwandani,primary,39,male,Kamba,4,2,yes,highest,highest,3,Severely insecure
1356,korogocho,primary,18,female,Luo,2,0,yes,lowest,lowest,0,Secure
1357,korogocho,never attended,71,female,Other,1,0,no_(2),lowest,second,0,Secure
1359,viwandani,secondary,36,male,Kikuyu,4,1,no_(2),highest,highest,2,Moderately insecure
1360,viwandani,secondary,21,male,Luhya,2,0,no_(2),middle,middle,0,Secure
1363,viwandani,secondary,34,male,Kikuyu,1,0,no_(2),lowest,second,0,Secure
1364,viwandani,highest,24,male,Kisii,1,0,no_(2),middle,middle,0,Secure
1366,viwandani,secondary,26,female,Kamba,1,0,no_(2),lowest,second,2,Moderately insecure
1367,viwandani,secondary,51,male,Kisii,3,0,yes,highest,highest,0,Secure
1369,viwandani,secondary,31,female,Kikuyu,4,0,yes,lowest,second,3,Severely insecure
1377,viwandani,highest,27,male,Kamba,2,0,no_(2),middle,middle,0,Secure
1378,korogocho,secondary,50,male,Luo,1,0,no_(2),lowest,second,3,Severely insecure
1379,korogocho,primary,51,male,Kikuyu,4,0,yes,middle,middle,3,Severely insecure
1380,viwandani,secondary,25,female,Luo,1,0,no_(2),lowest,second,2,Moderately insecure
1381,viwandani,secondary,41,male,Kikuyu,2,0,no_(2),highest,fourth,0,Secure
1383,viwandani,secondary,32,male,Kamba,3,0,no_(2),middle,middle,3,Severely insecure
1384,korogocho,primary,56,male,Luo,6,3,yes,middle,middle,2,Moderately insecure
1386,viwandani,secondary,49,male,Kikuyu,1,0,no_(2),highest,highest,0,Secure
1387,viwandani,secondary,23,female,Kamba,6,0,yes,highest,highest,0,Secure
1391,viwandani,secondary,36,male,Other,2,0,no_(2),middle,middle,2,Moderately insecure
1392,viwandani,secondary,39,female,Luhya,3,0,yes,middle,second,0,Secure
1395,korogocho,never attended,84,female,Other,2,0,yes,middle,middle,3,Severely insecure
1396,viwandani,secondary,47,male,Kamba,2,0,yes,middle,middle,0,Secure
1397,korogocho,never attended,56,male,Other,9,2,yes,middle,second,1,Moderately insecure
1398,viwandani,primary,29,male,Kikuyu,3,0,no_(2),highest,fourth,0,Secure
1400,korogocho,primary,31,male,Other,4,2,yes,highest,highest,1,Moderately insecure
1402,korogocho,primary,48,female,Luo,5,0,yes,middle,second,3,Severely insecure
1403,viwandani,secondary,33,male,Kamba,4,1,yes,lowest,second,0,Secure
1404,korogocho,primary,21,female,Kikuyu,2,0,yes,lowest,lowest,0,Secure
1406,korogocho,primary,30,male,Kikuyu,1,0,no_(2),middle,middle,2,Moderately insecure
1407,korogocho,primary,28,male,Luo,1,0,no_(2),lowest,second,2,Moderately insecure
1409,korogocho,primary,27,male,Other,6,2,yes,highest,fourth,0,Secure
1413,viwandani,primary,54,male,Kamba,1,0,no_(2),middle,middle,0,Secure
1415,viwandani,primary,26,female,Kikuyu,3,1,no_(2),highest,fourth,2,Moderately insecure
1416,viwandani,primary,48,male,Kikuyu,5,0,no_(2),highest,highest,0,Secure
1419,korogocho,secondary,23,male,Luhya,5,3,yes,highest,fourth,2,Moderately insecure
1420,korogocho,never attended,90,male,Other,8,1,yes,highest,fourth,0,Secure
1421,korogocho,primary,27,male,Luo,4,1,yes,highest,highest,3,Severely insecure
1422,viwandani,secondary,26,male,Kikuyu,4,2,no_(2),highest,highest,3,Severely insecure
1426,korogocho,never attended,68,male,Other,6,0,yes,middle,second,0,Secure
1430,korogocho,primary,56,female,Other,6,0,yes,highest,fourth,3,Severely insecure
1433,korogocho,primary,46,male,Luhya,6,1,yes,highest,highest,3,Severely insecure
1434,korogocho,primary,45,male,Luhya,2,0,no_(2),middle,second,3,Severely insecure
1435,korogocho,secondary,21,male,Kikuyu,1,0,no_(2),highest,highest,0,Secure
1436,viwandani,secondary,36,male,Kisii,4,1,no_(2),middle,fourth,2,Moderately insecure
1439,korogocho,never attended,36,male,Kikuyu,4,1,yes,highest,fourth,0,Secure
1440,viwandani,secondary,29,male,Kamba,3,1,no_(2),highest,highest,3,Severely insecure
1441,viwandani,primary,56,female,Kikuyu,1,0,no_(2),highest,highest,0,Secure
1442,korogocho,primary,18,male,Luhya,2,0,no_(2),lowest,lowest,2,Moderately insecure
1443,viwandani,secondary,36,male,Kikuyu,2,0,no_(2),highest,highest,0,Secure
1444,viwandani,primary,38,male,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
1445,korogocho,never attended,64,female,Other,3,0,no_(2),middle,middle,0,Secure
1446,viwandani,secondary,29,male,Luhya,1,0,yes,highest,fourth,2,Moderately insecure
1447,korogocho,primary,47,male,Luo,6,1,yes,middle,middle,0,Secure
1449,viwandani,primary,50,female,Kikuyu,7,2,yes,middle,fourth,3,Severely insecure
1450,viwandani,secondary,28,male,Kamba,1,0,no_(2),middle,second,0,Secure
1451,viwandani,primary,26,female,Kamba,3,0,no_(2),highest,highest,0,Secure
1453,korogocho,never attended,47,female,Luo,7,2,yes,middle,middle,3,Severely insecure
1455,korogocho,secondary,45,female,Luo,4,1,yes,lowest,second,3,Severely insecure
1456,viwandani,secondary,51,male,Kamba,2,0,no_(2),middle,second,0,Secure
1461,viwandani,primary,43,male,Kamba,3,0,no_(2),highest,highest,0,Secure
1462,viwandani,secondary,32,male,Kamba,3,0,no_(2),middle,middle,2,Moderately insecure
1463,viwandani,primary,43,male,Kikuyu,3,0,yes,highest,fourth,0,Secure
1465,korogocho,primary,28,male,Luo,1,0,no_(2),lowest,lowest,2,Moderately insecure
1467,viwandani,primary,39,female,Kikuyu,3,0,no_(2),highest,highest,3,Severely insecure
1469,korogocho,never attended,66,male,Other,5,0,yes,middle,fourth,3,Severely insecure
1470,korogocho,primary,60,female,Kamba,2,1,yes,lowest,second,3,Severely insecure
1471,viwandani,primary,18,female,Kikuyu,2,0,yes,lowest,lowest,1,Moderately insecure
1473,korogocho,primary,44,male,Kikuyu,5,0,yes,highest,fourth,0,Secure
1474,viwandani,secondary,32,female,Kamba,3,0,no_(2),middle,fourth,0,Secure
1476,korogocho,primary,46,male,Kamba,5,1,yes,highest,highest,3,Severely insecure
1480,korogocho,secondary,25,male,Luhya,1,0,no_(2),highest,fourth,2,Moderately insecure
1481,korogocho,primary,44,male,Kamba,3,0,yes,lowest,second,0,Secure
1482,korogocho,primary,34,male,Luhya,6,3,yes,middle,fourth,3,Severely insecure
1484,viwandani,secondary,19,male,Kamba,2,0,yes,lowest,lowest,2,Moderately insecure
1486,viwandani,primary,50,female,Luo,6,0,no_(2),highest,fourth,2,Moderately insecure
1489,viwandani,secondary,24,female,Other,4,1,yes,highest,highest,2,Moderately insecure
1490,korogocho,primary,72,female,Kikuyu,5,0,yes,highest,fourth,3,Severely insecure
1493,korogocho,primary,27,male,Luhya,5,1,yes,lowest,second,0,Secure
1496,korogocho,primary,42,male,Other,7,1,yes,highest,fourth,3,Severely insecure
1497,viwandani,highest,24,male,Kisii,2,0,no_(2),lowest,lowest,2,Moderately insecure
1498,viwandani,secondary,33,male,Kamba,1,0,no_(2),middle,fourth,2,Moderately insecure
1499,viwandani,secondary,37,male,Kamba,2,0,no_(2),middle,middle,1,Moderately insecure
1500,viwandani,secondary,33,male,Kisii,1,0,no_(2),middle,fourth,2,Moderately insecure
1501,korogocho,primary,45,male,Kamba,3,0,no_(2),middle,fourth,3,Severely insecure
1502,viwandani,secondary,45,male,Kamba,10,0,yes,highest,highest,0,Secure
1503,viwandani,secondary,50,male,Kikuyu,6,1,yes,middle,middle,3,Severely insecure
1504,viwandani,primary,30,male,Kikuyu,3,0,no_(2),lowest,lowest,0,Secure
1505,korogocho,secondary,49,male,Luhya,1,0,no_(2),lowest,lowest,3,Severely insecure
1507,korogocho,primary,30,male,Luhya,6,0,yes,middle,middle,3,Severely insecure
1508,viwandani,secondary,27,male,Kamba,1,0,no_(2),lowest,lowest,0,Secure
1511,viwandani,primary,45,male,Other,4,0,yes,highest,highest,2,Moderately insecure
1515,viwandani,secondary,35,male,Kisii,4,0,no_(2),middle,middle,3,Severely insecure
1517,viwandani,primary,35,male,Kamba,3,1,no_(2),middle,middle,0,Secure
1520,viwandani,primary,55,male,Luhya,4,0,no_(2),lowest,second,1,Moderately insecure
1522,viwandani,secondary,24,male,Kamba,3,1,no_(2),lowest,lowest,2,Moderately insecure
1525,viwandani,secondary,27,male,Luo,6,0,no_(2),highest,highest,0,Secure
1527,viwandani,secondary,30,male,Luhya,3,1,no_(2),lowest,lowest,3,Severely insecure
1529,korogocho,secondary,56,male,Luhya,7,1,yes,highest,fourth,2,Moderately insecure
1531,korogocho,primary,47,male,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
1533,viwandani,primary,29,male,Luo,3,0,no_(2),highest,highest,0,Secure
1536,korogocho,primary,21,male,Luo,1,0,no_(2),middle,second,0,Secure
1537,korogocho,primary,28,female,Kikuyu,3,0,yes,middle,fourth,1,Moderately insecure
1540,viwandani,secondary,51,male,Kikuyu,1,0,no_(2),lowest,second,2,Moderately insecure
1542,korogocho,primary,38,male,Kamba,2,0,no_(2),highest,fourth,2,Moderately insecure
1543,viwandani,secondary,40,male,Kikuyu,4,0,no_(2),highest,highest,1,Moderately insecure
1544,korogocho,never attended,42,female,Luhya,1,0,no_(2),lowest,lowest,0,Secure
1545,korogocho,primary,25,male,Kikuyu,3,1,no_(2),highest,highest,3,Severely insecure
1546,viwandani,secondary,30,male,Kikuyu,4,1,yes,highest,fourth,3,Severely insecure
1547,korogocho,primary,61,male,Kikuyu,3,0,yes,highest,fourth,1,Moderately insecure
1548,viwandani,secondary,46,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
1550,korogocho,primary,62,male,Kikuyu,7,0,yes,highest,highest,1,Moderately insecure
1551,viwandani,primary,45,male,Kamba,3,0,no_(2),highest,highest,3,Severely insecure
1552,korogocho,primary,65,male,Luhya,1,0,no_(2),lowest,lowest,2,Moderately insecure
1554,viwandani,primary,51,male,Kamba,6,1,yes,highest,highest,2,Moderately insecure
1555,korogocho,primary,27,male,Kikuyu,3,1,yes,highest,highest,0,Secure
1556,korogocho,primary,34,male,Kikuyu,5,1,yes,middle,middle,0,Secure
1557,korogocho,primary,21,male,Kikuyu,3,1,yes,lowest,second,1,Moderately insecure
1558,korogocho,primary,35,male,Kikuyu,3,1,yes,highest,highest,1,Moderately insecure
1562,viwandani,secondary,31,male,Kamba,1,0,no_(2),highest,fourth,0,Secure
1564,viwandani,secondary,45,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
1565,viwandani,primary,46,male,Kikuyu,5,3,yes,lowest,lowest,2,Moderately insecure
1566,viwandani,secondary,23,male,Luhya,1,0,yes,lowest,lowest,0,Secure
1568,viwandani,secondary,54,male,Kikuyu,2,0,no_(2),lowest,second,2,Moderately insecure
1569,viwandani,secondary,50,male,Kamba,2,0,no_(2),middle,middle,2,Moderately insecure
1575,korogocho,secondary,44,male,Other,8,0,yes,highest,highest,0,Secure
1576,korogocho,never attended,74,male,Other,9,2,yes,highest,highest,1,Moderately insecure
1577,viwandani,primary,31,male,Kikuyu,3,1,no_(2),middle,middle,2,Moderately insecure
1578,viwandani,primary,42,male,Kamba,7,1,yes,lowest,second,3,Severely insecure
1583,viwandani,secondary,28,male,Kamba,2,0,no_(2),middle,second,2,Moderately insecure
1586,viwandani,primary,30,male,Kamba,1,0,no_(2),lowest,second,2,Moderately insecure
1587,viwandani,secondary,52,male,Kikuyu,6,1,no_(2),highest,fourth,3,Severely insecure
1590,viwandani,secondary,29,male,Kisii,5,0,no_(2),highest,highest,0,Secure
1591,viwandani,secondary,38,female,Luo,2,1,no_(2),middle,middle,0,Secure
1593,korogocho,secondary,28,male,Luo,3,1,yes,middle,second,2,Moderately insecure
1595,viwandani,secondary,38,male,Kamba,1,0,no_(2),middle,middle,2,Moderately insecure
1596,viwandani,secondary,30,female,Kikuyu,3,0,no_(2),highest,fourth,1,Moderately insecure
1597,viwandani,secondary,25,male,Kikuyu,1,0,no_(2),middle,middle,0,Secure
1599,viwandani,secondary,28,male,Kikuyu,3,1,no_(2),highest,fourth,0,Secure
1601,viwandani,secondary,31,male,Kikuyu,1,0,no_(2),highest,highest,0,Secure
1603,korogocho,never attended,48,male,Kikuyu,2,0,no_(2),highest,highest,1,Moderately insecure
1605,viwandani,secondary,42,male,Kikuyu,1,0,no_(2),middle,middle,0,Secure
1606,viwandani,primary,40,male,Kamba,1,0,no_(2),lowest,second,2,Moderately insecure
1607,viwandani,secondary,44,male,Kamba,1,0,no_(2),middle,middle,0,Secure
1610,korogocho,never attended,61,male,Other,4,1,yes,middle,middle,3,Severely insecure
1613,korogocho,secondary,48,male,Luhya,6,0,yes,highest,fourth,3,Severely insecure
1614,korogocho,primary,27,male,Luo,5,2,no_(2),middle,middle,0,Secure
1615,viwandani,secondary,35,male,Kikuyu,5,0,yes,middle,fourth,3,Severely insecure
1618,viwandani,secondary,25,male,Kamba,4,0,yes,highest,fourth,3,Severely insecure
1620,viwandani,secondary,35,female,Kikuyu,2,1,no_(2),lowest,second,2,Moderately insecure
1621,viwandani,primary,32,male,Other,2,0,no_(2),highest,fourth,0,Secure
1622,korogocho,primary,51,female,Kikuyu,2,0,no_(2),highest,highest,0,Secure
1624,viwandani,primary,56,male,Kamba,2,0,no_(2),middle,middle,1,Moderately insecure
1626,korogocho,primary,33,male,Luo,4,0,yes,highest,highest,0,Secure
1627,viwandani,secondary,23,male,Kamba,1,0,no_(2),highest,fourth,0,Secure
1629,korogocho,primary,44,female,Kikuyu,8,1,yes,highest,fourth,3,Severely insecure
1630,korogocho,primary,46,male,Kamba,5,1,yes,highest,highest,0,Secure
1631,korogocho,primary,29,female,Luo,2,0,no_(2),lowest,lowest,1,Moderately insecure
1632,korogocho,never attended,67,male,Other,4,0,yes,highest,highest,3,Severely insecure
1636,viwandani,secondary,51,male,Kisii,5,0,yes,highest,fourth,3,Severely insecure
1637,viwandani,primary,49,male,Luhya,1,0,no_(2),lowest,lowest,2,Moderately insecure
1638,korogocho,primary,26,male,Luo,5,2,yes,middle,fourth,3,Severely insecure
1639,korogocho,primary,59,male,Kikuyu,5,1,yes,highest,highest,2,Moderately insecure
1643,viwandani,primary,72,male,Kamba,1,0,no_(2),lowest,second,2,Moderately insecure
1644,korogocho,primary,31,male,Luhya,4,1,yes,highest,fourth,0,Secure
1649,viwandani,secondary,30,male,Kamba,4,1,no_(2),highest,highest,3,Severely insecure
1650,korogocho,primary,46,male,Luo,4,1,yes,lowest,second,0,Secure
1651,korogocho,primary,33,male,Luhya,6,1,yes,middle,middle,0,Secure
1653,korogocho,primary,30,male,Other,8,2,yes,highest,fourth,0,Secure
1654,korogocho,primary,42,female,Kikuyu,6,2,yes,highest,highest,1,Moderately insecure
1655,korogocho,secondary,27,male,Luhya,5,2,yes,highest,fourth,3,Severely insecure
1657,viwandani,secondary,38,male,Kamba,2,0,no_(2),lowest,lowest,0,Secure
1658,viwandani,secondary,42,male,Kamba,2,0,no_(2),lowest,second,0,Secure
1660,korogocho,primary,44,male,Kamba,6,1,yes,lowest,second,2,Moderately insecure
1661,korogocho,primary,62,male,Kikuyu,4,0,yes,middle,fourth,0,Secure
1662,korogocho,highest,22,male,Luo,5,1,yes,highest,fourth,0,Secure
1663,korogocho,secondary,56,male,Kikuyu,3,0,no_(2),highest,highest,0,Secure
1664,viwandani,primary,36,male,Kikuyu,1,0,no_(2),lowest,second,1,Moderately insecure
1665,viwandani,primary,24,male,Kamba,3,0,yes,lowest,lowest,0,Secure
1666,korogocho,primary,37,male,Luo,7,1,yes,highest,highest,0,Secure
1668,korogocho,primary,71,male,Luo,5,1,yes,middle,middle,3,Severely insecure
1669,viwandani,secondary,51,male,Kikuyu,1,0,no_(2),highest,highest,0,Secure
1670,korogocho,secondary,53,male,Luo,6,0,yes,highest,fourth,3,Severely insecure
1674,viwandani,secondary,43,female,Kikuyu,5,0,yes,middle,middle,0,Secure
1680,korogocho,primary,33,male,Kikuyu,4,1,yes,lowest,lowest,2,Moderately insecure
1681,korogocho,secondary,37,male,Other,5,1,yes,highest,highest,0,Secure
1682,viwandani,secondary,25,male,Kamba,2,0,yes,middle,fourth,0,Secure
1683,viwandani,primary,40,female,Kamba,5,0,yes,lowest,second,3,Severely insecure
1684,viwandani,secondary,24,male,Luhya,3,1,no_(2),highest,highest,3,Severely insecure
1685,korogocho,primary,32,female,Kikuyu,4,1,yes,highest,highest,3,Severely insecure
1686,viwandani,primary,29,male,Kikuyu,8,2,yes,lowest,second,3,Severely insecure
1687,viwandani,secondary,28,male,Kamba,4,2,yes,lowest,second,2,Moderately insecure
1690,viwandani,secondary,33,male,Luhya,3,1,no_(2),highest,fourth,2,Moderately insecure
1691,viwandani,primary,32,male,Kamba,3,1,yes,middle,middle,0,Secure
1693,korogocho,secondary,24,male,Kikuyu,3,1,yes,highest,highest,0,Secure
1694,viwandani,primary,25,male,Kamba,3,1,no_(2),highest,fourth,0,Secure
1695,korogocho,never attended,72,female,Kikuyu,1,0,no_(2),lowest,second,3,Severely insecure
1696,viwandani,primary,34,female,Luhya,1,0,no_(2),highest,fourth,0,Secure
1697,viwandani,primary,31,male,Other,1,0,yes,lowest,lowest,0,Secure
1698,viwandani,highest,23,male,Kamba,1,0,no_(2),middle,fourth,0,Secure
1699,viwandani,secondary,35,male,Kamba,4,0,no_(2),highest,fourth,0,Secure
1703,viwandani,secondary,27,male,Kisii,7,2,yes,highest,highest,3,Severely insecure
1704,viwandani,secondary,39,male,Luhya,4,1,no_(2),highest,fourth,2,Moderately insecure
1705,korogocho,primary,49,male,Luo,2,0,yes,highest,fourth,2,Moderately insecure
1707,korogocho,primary,66,female,Kikuyu,7,0,yes,lowest,second,3,Severely insecure
1708,korogocho,primary,37,male,Kikuyu,5,0,yes,middle,middle,3,Severely insecure
1710,viwandani,secondary,18,male,Kikuyu,1,0,yes,highest,highest,0,Secure
1712,korogocho,secondary,23,male,Luo,3,0,no_(2),middle,second,3,Severely insecure
1713,korogocho,primary,31,male,Kikuyu,4,0,yes,highest,highest,0,Secure
1714,korogocho,primary,86,male,Kamba,2,0,yes,lowest,lowest,3,Severely insecure
1717,viwandani,primary,79,male,Kikuyu,2,0,no_(2),highest,highest,0,Secure
1718,korogocho,primary,36,male,Kikuyu,5,1,yes,highest,fourth,1,Moderately insecure
1720,viwandani,highest,24,male,Kisii,1,0,no_(2),middle,middle,2,Moderately insecure
1721,viwandani,primary,62,male,Kikuyu,1,0,no_(2),highest,highest,0,Secure
1723,viwandani,highest,32,male,Kamba,4,1,yes,highest,highest,0,Secure
1724,korogocho,secondary,55,male,Kikuyu,3,0,no_(2),highest,highest,0,Secure
1725,korogocho,secondary,51,male,Kikuyu,8,0,yes,highest,fourth,1,Moderately insecure
1726,viwandani,highest,27,male,Kamba,4,2,no_(2),middle,fourth,3,Severely insecure
1727,korogocho,primary,40,male,Luhya,2,0,no_(2),middle,second,0,Secure
1728,viwandani,secondary,25,male,Kamba,3,1,no_(2),middle,fourth,3,Severely insecure
1732,korogocho,primary,51,male,Kikuyu,1,0,no_(2),middle,middle,2,Moderately insecure
1733,viwandani,secondary,46,male,Kikuyu,5,0,yes,middle,middle,3,Severely insecure
1734,viwandani,highest,23,male,Kisii,3,1,yes,middle,second,3,Severely insecure
1735,viwandani,primary,26,male,Kamba,4,1,yes,highest,fourth,2,Moderately insecure
1736,korogocho,secondary,49,female,Kikuyu,2,0,no_(2),middle,second,3,Severely insecure
1737,viwandani,primary,28,male,Kikuyu,1,0,no_(2),middle,middle,0,Secure
1738,korogocho,primary,41,female,Luo,2,1,no_(2),highest,fourth,2,Moderately insecure
1739,korogocho,secondary,26,male,Kikuyu,1,0,no_(2),middle,middle,0,Secure
1740,viwandani,primary,44,male,Kamba,5,1,yes,highest,fourth,0,Secure
1742,korogocho,primary,49,female,Luo,6,0,yes,highest,highest,3,Severely insecure
1743,viwandani,primary,40,male,Kikuyu,4,0,no_(2),highest,highest,0,Secure
1746,viwandani,secondary,31,male,Luo,4,1,no_(2),highest,fourth,2,Moderately insecure
1747,viwandani,secondary,24,male,Kikuyu,2,0,no_(2),lowest,lowest,2,Moderately insecure
1748,viwandani,secondary,29,male,Kisii,2,0,no_(2),middle,middle,1,Moderately insecure
1749,korogocho,secondary,47,male,Kikuyu,4,0,no_(2),highest,highest,0,Secure
1750,viwandani,secondary,24,male,Kikuyu,3,1,yes,lowest,second,3,Severely insecure
1751,viwandani,secondary,31,female,Kamba,1,0,no_(2),highest,highest,0,Secure
1752,viwandani,secondary,25,male,Luo,5,1,no_(2),highest,highest,2,Moderately insecure
1755,viwandani,primary,45,male,Luhya,1,0,no_(2),middle,second,1,Moderately insecure
1756,korogocho,primary,56,female,Kikuyu,2,0,no_(2),highest,highest,1,Moderately insecure
1760,viwandani,primary,22,male,Kikuyu,1,0,no_(2),middle,fourth,0,Secure
1762,viwandani,secondary,25,female,Kamba,2,1,no_(2),lowest,second,3,Severely insecure
1763,viwandani,secondary,46,female,Kikuyu,5,1,yes,lowest,lowest,3,Severely insecure
1765,viwandani,primary,28,male,Kamba,1,0,no_(2),middle,second,0,Secure
1767,korogocho,primary,32,male,Kikuyu,5,1,no_(2),highest,highest,1,Moderately insecure
1768,viwandani,primary,43,female,Kamba,1,0,no_(2),middle,middle,2,Moderately insecure
1769,viwandani,secondary,30,male,Kamba,3,1,yes,middle,middle,0,Secure
1770,korogocho,secondary,34,female,Kikuyu,3,1,yes,middle,second,3,Severely insecure
1773,korogocho,primary,32,female,Kikuyu,5,2,yes,middle,fourth,3,Severely insecure
1774,viwandani,primary,38,female,Other,4,0,no_(2),highest,highest,0,Secure
1775,korogocho,primary,42,female,Luhya,1,0,no_(2),middle,fourth,1,Moderately insecure
1776,viwandani,primary,45,female,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
1777,viwandani,primary,38,male,Kamba,2,0,no_(2),highest,fourth,2,Moderately insecure
1782,viwandani,primary,43,male,Kamba,5,0,yes,highest,fourth,0,Secure
1784,korogocho,primary,50,female,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
1785,viwandani,primary,27,male,Kamba,4,2,yes,lowest,second,2,Moderately insecure
1786,viwandani,primary,35,male,Luo,5,2,no_(2),highest,highest,0,Secure
1789,korogocho,primary,36,female,Other,1,0,yes,lowest,second,3,Severely insecure
1791,korogocho,NA,23,male,Kamba,3,0,yes,lowest,second,2,Moderately insecure
1794,viwandani,secondary,37,male,Kamba,1,0,no_(2),lowest,second,1,Moderately insecure
1795,korogocho,primary,29,male,Kikuyu,5,1,yes,highest,highest,3,Severely insecure
1796,viwandani,primary,37,male,Other,4,1,no_(2),middle,middle,2,Moderately insecure
1798,viwandani,primary,38,male,Kisii,5,2,no_(2),middle,second,0,Secure
1799,viwandani,secondary,25,male,Kikuyu,1,0,no_(2),lowest,second,0,Secure
1801,viwandani,secondary,28,female,Luhya,5,0,yes,middle,middle,3,Severely insecure
1802,viwandani,secondary,56,male,Kikuyu,5,0,no_(2),highest,fourth,3,Severely insecure
1803,viwandani,primary,47,male,Kamba,1,0,no_(2),lowest,second,2,Moderately insecure
1804,viwandani,secondary,43,male,Kisii,4,0,yes,highest,fourth,2,Moderately insecure
1805,korogocho,primary,41,male,Luo,5,1,no_(2),lowest,second,3,Severely insecure
1806,korogocho,never attended,61,female,Kikuyu,5,1,yes,lowest,lowest,3,Severely insecure
1807,korogocho,primary,47,male,Luo,8,1,yes,highest,highest,3,Severely insecure
1808,korogocho,primary,45,female,Luo,5,0,yes,highest,fourth,0,Secure
1810,korogocho,never attended,72,female,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
1813,korogocho,primary,29,female,Kikuyu,6,2,yes,highest,highest,3,Severely insecure
1817,korogocho,secondary,43,male,Kikuyu,2,0,no_(2),highest,fourth,1,Moderately insecure
1818,viwandani,secondary,45,male,Kamba,1,0,no_(2),middle,middle,0,Secure
1820,korogocho,highest,31,male,Kikuyu,2,0,no_(2),highest,highest,0,Secure
1822,viwandani,secondary,29,male,Kisii,4,1,yes,highest,highest,0,Secure
1828,viwandani,primary,34,male,Luhya,5,1,yes,highest,fourth,3,Severely insecure
1832,korogocho,secondary,26,male,Kamba,4,1,yes,lowest,second,0,Secure
1835,viwandani,secondary,29,male,Kamba,4,2,yes,highest,fourth,0,Secure
1836,viwandani,secondary,31,male,Other,3,1,no_(2),middle,middle,2,Moderately insecure
1837,viwandani,secondary,36,male,Kamba,4,0,no_(2),highest,highest,0,Secure
1841,korogocho,primary,62,female,Kikuyu,5,0,yes,lowest,lowest,3,Severely insecure
1843,korogocho,primary,35,male,Kikuyu,5,0,no_(2),highest,highest,3,Severely insecure
1844,viwandani,primary,49,male,Kikuyu,1,0,no_(2),highest,highest,0,Secure
1846,viwandani,secondary,37,male,Kikuyu,4,1,no_(2),middle,fourth,0,Secure
1847,viwandani,primary,59,male,Kikuyu,1,0,no_(2),lowest,second,0,Secure
1849,korogocho,primary,25,female,Kikuyu,4,1,no_(2),highest,highest,3,Severely insecure
1850,korogocho,primary,41,female,Kikuyu,6,1,yes,highest,fourth,3,Severely insecure
1851,viwandani,secondary,29,male,Kikuyu,4,1,no_(2),highest,fourth,0,Secure
1852,korogocho,secondary,26,male,Kamba,4,2,yes,highest,highest,0,Secure
1853,korogocho,primary,84,female,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
1854,viwandani,secondary,38,male,Kamba,6,0,yes,highest,highest,0,Secure
1856,korogocho,secondary,49,female,Kikuyu,2,0,no_(2),middle,second,3,Severely insecure
